# target: wasp-103
# filter: IRAC 4.5um
# tmid: 2457163.011465 +- 0.000309
# emid: 2457162.551163 +- 0.000697
# transit_depth: 0.013129+-0.000073
# eclipse_depth: 0.004737 +- 0.000193
# nightside_amp: 0.000995 +- 0.000212
# hotspot_amp: 0.004737 +- 0.000193
# hotspot_lon[deg]: 7.214076 +- 2.719798
# hotspot_lat[deg]: -1.143695 +- 2.212845
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2457162.401212,1.005189,0.003851,23.024461,231.226924,4.260801,0.337967,219.875757,1.003993
2457162.401364,1.004845,0.003850,23.036143,231.221429,4.212613,0.338132,220.032728,1.003995
2457162.401517,0.999953,0.003858,23.015790,231.203282,4.130436,0.338297,218.961990,1.003997
2457162.401665,0.996409,0.003865,23.026847,231.198515,4.192178,0.338457,218.282063,1.003999
2457162.401822,1.002211,0.003855,23.025960,231.205098,4.219935,0.338627,219.425737,1.004000
2457162.401971,1.004549,0.003847,23.035965,231.184137,4.000990,0.338787,220.131737,1.004002
2457162.402124,1.003498,0.003851,23.022968,231.166705,3.998636,0.338952,219.930086,1.004004
2457162.402272,1.002628,0.003851,23.029853,231.184981,4.042812,0.339112,219.668275,1.004006
2457162.402424,1.006960,0.003845,23.021093,231.179949,4.058571,0.339277,220.558116,1.004007
2457162.402577,0.992886,0.003875,23.018979,231.223739,4.336289,0.339442,217.186947,1.004009
2457162.402883,1.007721,0.003844,23.014526,231.186344,4.152545,0.339772,220.658711,1.004013
2457162.403036,1.001814,0.003856,23.053159,231.202281,4.103425,0.339937,219.172875,1.004015
2457162.403184,1.010344,0.003840,22.992536,231.187110,4.138435,0.340097,221.156610,1.004016
2457162.403336,1.010908,0.003837,23.002297,231.197197,4.126512,0.340263,221.318359,1.004018
2457162.403485,1.010745,0.003839,23.023615,231.201432,4.148512,0.340422,221.243004,1.004020
2457162.403637,1.002734,0.003855,23.001088,231.195009,4.290446,0.340588,219.420305,1.004022
2457162.403790,1.008698,0.003841,23.036263,231.187001,4.091180,0.340753,220.836774,1.004023
